name,trait,condition,checkpoint,position,layer,depth_frac,target,rank,logprob
Maria,generous,control,distance_1_filler_end,48,20,0.6060606060606061,'generous' (leading-space),36782,-26.393030166625977
Maria,generous,control,distance_2_filler_end,69,20,0.6060606060606061,'generous' (leading-space),13051,-22.67308235168457
Maria,generous,control,distance_3_filler_end,84,20,0.6060606060606061,'generous' (leading-space),18170,-21.817148208618164
Maria,generous,control,distance_4_filler_end,103,20,0.6060606060606061,'generous' (leading-space),17941,-38.15986251831055
Maria,generous,control,distance_5_filler_end,121,20,0.6060606060606061,'generous' (leading-space),31068,-31.459131240844727
Maria,generous,control,distance_6_filler_end,138,20,0.6060606060606061,'generous' (leading-space),33192,-50.693572998046875
Maria,generous,control,distance_7_filler_end,155,20,0.6060606060606061,'generous' (leading-space),22184,-49.6003532409668
Maria,generous,control,distance_8_filler_end,175,20,0.6060606060606061,'generous' (leading-space),28654,-30.5860652923584
Maria,generous,control,distance_9_filler_end,190,20,0.6060606060606061,'generous' (leading-space),32741,-29.399425506591797
Maria,generous,control,distance_10_filler_end,210,20,0.6060606060606061,'generous' (leading-space),42408,-36.931819915771484
Maria,generous,control,reintro_sentence_end,221,20,0.6060606060606061,'generous' (leading-space),78914,-32.142250061035156
Maria,generous,control,reintro_entity_mention,215,20,0.6060606060606061,'generous' (leading-space),36367,-34.66316223144531
Maria,generous,control,distance_0_trigger_end,28,21,0.6363636363636364,'generous' (leading-space),28188,-35.0506591796875
Maria,generous,control,distance_1_filler_end,48,21,0.6363636363636364,'generous' (leading-space),48718,-31.057281494140625
Maria,generous,control,distance_2_filler_end,69,21,0.6363636363636364,'generous' (leading-space),27860,-30.442628860473633
Maria,generous,control,distance_3_filler_end,84,21,0.6363636363636364,'generous' (leading-space),23476,-26.9337100982666
Maria,generous,control,distance_4_filler_end,103,21,0.6363636363636364,'generous' (leading-space),36665,-49.37559127807617
Maria,generous,control,distance_5_filler_end,121,21,0.6363636363636364,'generous' (leading-space),43148,-39.3220329284668
Maria,generous,control,distance_6_filler_end,138,21,0.6363636363636364,'generous' (leading-space),51012,-61.96107864379883
Maria,generous,control,distance_7_filler_end,155,21,0.6363636363636364,'generous' (leading-space),40919,-58.158447265625
Maria,generous,control,distance_8_filler_end,175,21,0.6363636363636364,'generous' (leading-space),41112,-40.03767013549805
Maria,generous,control,distance_9_filler_end,190,21,0.6363636363636364,'generous' (leading-space),46574,-41.566619873046875
Maria,generous,control,distance_10_filler_end,210,21,0.6363636363636364,'generous' (leading-space),57167,-58.346134185791016
Maria,generous,control,reintro_sentence_end,221,21,0.6363636363636364,'generous' (leading-space),114172,-44.28337478637695
Maria,generous,control,reintro_entity_mention,215,21,0.6363636363636364,'generous' (leading-space),48111,-40.953792572021484
Maria,generous,control,distance_0_trigger_end,28,22,0.6666666666666666,'generous' (leading-space),38398,-44.846622467041016
Maria,generous,control,distance_1_filler_end,48,22,0.6666666666666666,'generous' (leading-space),74135,-43.630767822265625
Maria,generous,control,distance_2_filler_end,69,22,0.6666666666666666,'generous' (leading-space),33591,-36.341922760009766
Maria,generous,control,distance_3_filler_end,84,22,0.6666666666666666,'generous' (leading-space),30649,-41.25054168701172
Maria,generous,control,distance_4_filler_end,103,22,0.6666666666666666,'generous' (leading-space),41039,-60.09378433227539
Maria,generous,control,distance_5_filler_end,121,22,0.6666666666666666,'generous' (leading-space),52438,-45.99075698852539
Maria,generous,control,distance_6_filler_end,138,22,0.6666666666666666,'generous' (leading-space),45999,-54.90647506713867
Maria,generous,control,distance_7_filler_end,155,22,0.6666666666666666,'generous' (leading-space),37252,-58.62813949584961
Maria,generous,control,distance_8_filler_end,175,22,0.6666666666666666,'generous' (leading-space),47274,-47.45539474487305
Maria,generous,control,distance_9_filler_end,190,22,0.6666666666666666,'generous' (leading-space),67159,-51.03052520751953
Maria,generous,control,distance_10_filler_end,210,22,0.6666666666666666,'generous' (leading-space),62038,-58.97565841674805
Maria,generous,control,reintro_sentence_end,221,22,0.6666666666666666,'generous' (leading-space),128576,-57.39002990722656
Maria,generous,control,reintro_entity_mention,215,22,0.6666666666666666,'generous' (leading-space),60757,-50.09031677246094
Maria,generous,control,distance_0_trigger_end,28,23,0.696969696969697,'generous' (leading-space),29993,-42.262508392333984
Maria,generous,control,distance_1_filler_end,48,23,0.696969696969697,'generous' (leading-space),73229,-46.44139862060547
Maria,generous,control,distance_2_filler_end,69,23,0.696969696969697,'generous' (leading-space),32706,-35.16788101196289
Maria,generous,control,distance_3_filler_end,84,23,0.696969696969697,'generous' (leading-space),28168,-39.890785217285156
Maria,generous,control,distance_4_filler_end,103,23,0.696969696969697,'generous' (leading-space),36035,-57.250247955322266
Maria,generous,control,distance_5_filler_end,121,23,0.696969696969697,'generous' (leading-space),49801,-46.32695388793945
Maria,generous,control,distance_6_filler_end,138,23,0.696969696969697,'generous' (leading-space),39128,-60.85281753540039
Maria,generous,control,distance_7_filler_end,155,23,0.696969696969697,'generous' (leading-space),29666,-63.44476318359375
Maria,generous,control,distance_8_filler_end,175,23,0.696969696969697,'generous' (leading-space),39227,-42.829166412353516
Maria,generous,control,distance_9_filler_end,190,23,0.696969696969697,'generous' (leading-space),48357,-48.95304489135742
Maria,generous,control,distance_10_filler_end,210,23,0.696969696969697,'generous' (leading-space),47244,-52.06459426879883
Maria,generous,control,reintro_sentence_end,221,23,0.696969696969697,'generous' (leading-space),113650,-53.37825012207031
Maria,generous,control,reintro_entity_mention,215,23,0.696969696969697,'generous' (leading-space),48815,-50.73379135131836
Maria,generous,control,distance_0_trigger_end,28,24,0.7272727272727273,'generous' (leading-space),16703,-54.879085540771484
Maria,generous,control,distance_1_filler_end,48,24,0.7272727272727273,'generous' (leading-space),50528,-45.17274856567383
Maria,generous,control,distance_2_filler_end,69,24,0.7272727272727273,'generous' (leading-space),20992,-33.81285858154297
Maria,generous,control,distance_3_filler_end,84,24,0.7272727272727273,'generous' (leading-space),15328,-35.66592025756836
Maria,generous,control,distance_4_filler_end,103,24,0.7272727272727273,'generous' (leading-space),17112,-50.93755340576172
Maria,generous,control,distance_5_filler_end,121,24,0.7272727272727273,'generous' (leading-space),29093,-38.72860336303711
Maria,generous,control,distance_6_filler_end,138,24,0.7272727272727273,'generous' (leading-space),22286,-45.530372619628906
Maria,generous,control,distance_7_filler_end,155,24,0.7272727272727273,'generous' (leading-space),17835,-53.011077880859375
Maria,generous,control,distance_8_filler_end,175,24,0.7272727272727273,'generous' (leading-space),21444,-38.240203857421875
Maria,generous,control,distance_9_filler_end,190,24,0.7272727272727273,'generous' (leading-space),25701,-43.347408294677734
Maria,generous,control,distance_10_filler_end,210,24,0.7272727272727273,'generous' (leading-space),23117,-42.16537857055664
Maria,generous,control,reintro_sentence_end,221,24,0.7272727272727273,'generous' (leading-space),55630,-64.70722961425781
Maria,generous,control,reintro_entity_mention,215,24,0.7272727272727273,'generous' (leading-space),29963,-59.062278747558594
Maria,generous,control,distance_0_trigger_end,28,25,0.7575757575757576,'generous' (leading-space),16851,-56.0145263671875
Maria,generous,control,distance_1_filler_end,48,25,0.7575757575757576,'generous' (leading-space),46613,-42.6452522277832
Maria,generous,control,distance_2_filler_end,69,25,0.7575757575757576,'generous' (leading-space),20556,-30.904199600219727
Maria,generous,control,distance_3_filler_end,84,25,0.7575757575757576,'generous' (leading-space),18951,-34.008548736572266
Maria,generous,control,distance_4_filler_end,103,25,0.7575757575757576,'generous' (leading-space),20396,-48.32923889160156
Maria,generous,control,distance_5_filler_end,121,25,0.7575757575757576,'generous' (leading-space),30717,-36.3288459777832
Maria,generous,control,distance_6_filler_end,138,25,0.7575757575757576,'generous' (leading-space),22775,-37.010459899902344
Maria,generous,control,distance_7_filler_end,155,25,0.7575757575757576,'generous' (leading-space),18909,-46.754154205322266
Maria,generous,control,distance_8_filler_end,175,25,0.7575757575757576,'generous' (leading-space),23794,-36.74195861816406
Maria,generous,control,distance_9_filler_end,190,25,0.7575757575757576,'generous' (leading-space),26962,-41.21433639526367
Maria,generous,control,distance_10_filler_end,210,25,0.7575757575757576,'generous' (leading-space),22373,-39.2003059387207
Maria,generous,control,reintro_sentence_end,221,25,0.7575757575757576,'generous' (leading-space),60414,-66.25439453125
Maria,generous,control,reintro_entity_mention,215,25,0.7575757575757576,'generous' (leading-space),30320,-53.94309616088867
Maria,generous,control,distance_0_trigger_end,28,26,0.7878787878787878,'generous' (leading-space),11212,-46.47591018676758
Maria,generous,control,distance_1_filler_end,48,26,0.7878787878787878,'generous' (leading-space),29084,-34.60260772705078
Maria,generous,control,distance_2_filler_end,69,26,0.7878787878787878,'generous' (leading-space),12978,-27.101486206054688
Maria,generous,control,distance_3_filler_end,84,26,0.7878787878787878,'generous' (leading-space),9938,-26.79022979736328
Maria,generous,control,distance_4_filler_end,103,26,0.7878787878787878,'generous' (leading-space),13997,-37.990753173828125
Maria,generous,control,distance_5_filler_end,121,26,0.7878787878787878,'generous' (leading-space),22906,-31.14889907836914
Maria,generous,control,distance_6_filler_end,138,26,0.7878787878787878,'generous' (leading-space),15901,-31.48923683166504
Maria,generous,control,distance_7_filler_end,155,26,0.7878787878787878,'generous' (leading-space),13677,-37.925140380859375
Maria,generous,control,distance_8_filler_end,175,26,0.7878787878787878,'generous' (leading-space),16320,-29.982145309448242
Maria,generous,control,distance_9_filler_end,190,26,0.7878787878787878,'generous' (leading-space),17854,-33.63589096069336
Maria,generous,control,distance_10_filler_end,210,26,0.7878787878787878,'generous' (leading-space),15193,-33.277584075927734
Maria,generous,control,reintro_sentence_end,221,26,0.7878787878787878,'generous' (leading-space),37234,-53.696659088134766
Maria,generous,control,reintro_entity_mention,215,26,0.7878787878787878,'generous' (leading-space),24586,-45.19017028808594
Maria,generous,control,distance_0_trigger_end,28,27,0.8181818181818182,'generous' (leading-space),14456,-51.44441604614258
Maria,generous,control,distance_1_filler_end,48,27,0.8181818181818182,'generous' (leading-space),29829,-38.08436584472656
Maria,generous,control,distance_2_filler_end,69,27,0.8181818181818182,'generous' (leading-space),17254,-32.089473724365234
Maria,generous,control,distance_3_filler_end,84,27,0.8181818181818182,'generous' (leading-space),15867,-29.319053649902344
Maria,generous,control,distance_4_filler_end,103,27,0.8181818181818182,'generous' (leading-space),15247,-40.679664611816406
Maria,generous,control,distance_5_filler_end,121,27,0.8181818181818182,'generous' (leading-space),24802,-33.626346588134766
Maria,generous,control,distance_6_filler_end,138,27,0.8181818181818182,'generous' (leading-space),16305,-33.727020263671875
Maria,generous,control,distance_7_filler_end,155,27,0.8181818181818182,'generous' (leading-space),11965,-41.316856384277344
Maria,generous,control,distance_8_filler_end,175,27,0.8181818181818182,'generous' (leading-space),20031,-32.731300354003906
Maria,generous,control,distance_9_filler_end,190,27,0.8181818181818182,'generous' (leading-space),20956,-31.9747257232666
Maria,generous,control,distance_10_filler_end,210,27,0.8181818181818182,'generous' (leading-space),18735,-32.09015655517578
Maria,generous,control,reintro_sentence_end,221,27,0.8181818181818182,'generous' (leading-space),50011,-55.164005279541016
Maria,generous,control,reintro_entity_mention,215,27,0.8181818181818182,'generous' (leading-space),32742,-50.884891510009766
Maria,generous,control,distance_0_trigger_end,28,28,0.8484848484848485,'generous' (leading-space),14990,-40.75170135498047
Maria,generous,control,distance_1_filler_end,48,28,0.8484848484848485,'generous' (leading-space),28527,-28.717254638671875
Maria,generous,control,distance_2_filler_end,69,28,0.8484848484848485,'generous' (leading-space),15968,-24.702348709106445
Maria,generous,control,distance_3_filler_end,84,28,0.8484848484848485,'generous' (leading-space),15665,-23.541290283203125
Maria,generous,control,distance_4_filler_end,103,28,0.8484848484848485,'generous' (leading-space),13522,-29.115711212158203
Maria,generous,control,distance_5_filler_end,121,28,0.8484848484848485,'generous' (leading-space),19676,-23.911256790161133
Maria,generous,control,distance_6_filler_end,138,28,0.8484848484848485,'generous' (leading-space),13771,-23.43792724609375
Maria,generous,control,distance_7_filler_end,155,28,0.8484848484848485,'generous' (leading-space),9067,-26.89712142944336
Maria,generous,control,distance_8_filler_end,175,28,0.8484848484848485,'generous' (leading-space),15508,-23.678970336914062
Maria,generous,control,distance_9_filler_end,190,28,0.8484848484848485,'generous' (leading-space),18172,-24.063974380493164
Maria,generous,control,distance_10_filler_end,210,28,0.8484848484848485,'generous' (leading-space),15156,-22.883316040039062
Maria,generous,control,reintro_sentence_end,221,28,0.8484848484848485,'generous' (leading-space),40646,-40.486671447753906
Maria,generous,control,reintro_entity_mention,215,28,0.8484848484848485,'generous' (leading-space),21587,-41.81560516357422
Maria,generous,control,distance_0_trigger_end,28,29,0.8787878787878788,'generous' (leading-space),16633,-34.662506103515625
Maria,generous,control,distance_1_filler_end,48,29,0.8787878787878788,'generous' (leading-space),31286,-28.679790496826172
Maria,generous,control,distance_2_filler_end,69,29,0.8787878787878788,'generous' (leading-space),19636,-27.778196334838867
Maria,generous,control,distance_3_filler_end,84,29,0.8787878787878788,'generous' (leading-space),19107,-22.509307861328125
Maria,generous,control,distance_4_filler_end,103,29,0.8787878787878788,'generous' (leading-space),17430,-26.785606384277344
Maria,generous,control,distance_5_filler_end,121,29,0.8787878787878788,'generous' (leading-space),23328,-28.97267723083496
Maria,generous,control,distance_6_filler_end,138,29,0.8787878787878788,'generous' (leading-space),17332,-31.563749313354492
Maria,generous,control,distance_7_filler_end,155,29,0.8787878787878788,'generous' (leading-space),12078,-25.310884475708008
Maria,generous,control,distance_8_filler_end,175,29,0.8787878787878788,'generous' (leading-space),19623,-22.810367584228516
Maria,generous,control,distance_9_filler_end,190,29,0.8787878787878788,'generous' (leading-space),23937,-23.210086822509766
Maria,generous,control,distance_10_filler_end,210,29,0.8787878787878788,'generous' (leading-space),20471,-23.646411895751953
Maria,generous,control,reintro_sentence_end,221,29,0.8787878787878788,'generous' (leading-space),46450,-37.33081817626953
Maria,generous,control,reintro_entity_mention,215,29,0.8787878787878788,'generous' (leading-space),19528,-34.803009033203125
Peter,patient,direct,distance_0_trigger_end,16,12,0.36363636363636365,'patient' (bare),6897,-17.5311222076416
Peter,patient,direct,distance_0_trigger_end,16,12,0.36363636363636365,'patient' (leading-space),888,-13.031122207641602
Peter,patient,direct,distance_1_filler_end,36,12,0.36363636363636365,'patient' (bare),117617,-38.72709655761719
Peter,patient,direct,distance_1_filler_end,36,12,0.36363636363636365,'patient' (leading-space),45693,-32.39897155761719
Peter,patient,direct,distance_2_filler_end,57,12,0.36363636363636365,'patient' (bare),90225,-32.340240478515625
Peter,patient,direct,distance_2_filler_end,57,12,0.36363636363636365,'patient' (leading-space),33238,-25.941802978515625
Peter,patient,direct,distance_3_filler_end,72,12,0.36363636363636365,'patient' (bare),98615,-26.493860244750977
Peter,patient,direct,distance_3_filler_end,72,12,0.36363636363636365,'patient' (leading-space),24091,-20.767297744750977
Peter,patient,direct,distance_4_filler_end,91,12,0.36363636363636365,'patient' (bare),82549,-23.7335205078125
Peter,patient,direct,distance_4_filler_end,91,12,0.36363636363636365,'patient' (leading-space),14832,-16.5108642578125
Peter,patient,direct,distance_5_filler_end,109,12,0.36363636363636365,'patient' (bare),37840,-41.48646926879883
Peter,patient,direct,distance_5_filler_end,109,12,0.36363636363636365,'patient' (leading-space),12473,-34.23646926879883
Peter,patient,direct,distance_6_filler_end,126,12,0.36363636363636365,'patient' (bare),46180,-30.591716766357422
Peter,patient,direct,distance_6_filler_end,126,12,0.36363636363636365,'patient' (leading-space),9686,-22.435466766357422
Peter,patient,direct,distance_7_filler_end,143,12,0.36363636363636365,'patient' (bare),40188,-35.11135482788086
Peter,patient,direct,distance_7_filler_end,143,12,0.36363636363636365,'patient' (leading-space),13250,-30.173852920532227
Peter,patient,direct,distance_8_filler_end,163,12,0.36363636363636365,'patient' (bare),72869,-72.97338104248047
Peter,patient,direct,distance_8_filler_end,163,12,0.36363636363636365,'patient' (leading-space),86963,-75.02025604248047
Peter,patient,direct,distance_9_filler_end,178,12,0.36363636363636365,'patient' (bare),59431,-38.59825897216797
Peter,patient,direct,distance_9_filler_end,178,12,0.36363636363636365,'patient' (leading-space),19941,-33.44005584716797
Peter,patient,direct,distance_10_filler_end,198,12,0.36363636363636365,'patient' (bare),55357,-52.54910659790039
Peter,patient,direct,distance_10_filler_end,198,12,0.36363636363636365,'patient' (leading-space),21720,-46.89285659790039
Peter,patient,direct,reintro_sentence_end,209,12,0.36363636363636365,'patient' (bare),26346,-66.21882629394531
Peter,patient,direct,reintro_sentence_end,209,12,0.36363636363636365,'patient' (leading-space),21176,-65.09382629394531
Peter,patient,direct,reintro_entity_mention,203,12,0.36363636363636365,'patient' (bare),208694,-42.84284973144531
Peter,patient,direct,reintro_entity_mention,203,12,0.36363636363636365,'patient' (leading-space),59612,-34.93855285644531
Peter,patient,direct,distance_0_trigger_end,16,13,0.3939393939393939,'patient' (bare),5466,-17.643674850463867
Peter,patient,direct,distance_0_trigger_end,16,13,0.3939393939393939,'patient' (leading-space),398,-11.64367389678955
Peter,patient,direct,distance_1_filler_end,36,13,0.3939393939393939,'patient' (bare),82202,-45.39906692504883
Peter,patient,direct,distance_1_filler_end,36,13,0.3939393939393939,'patient' (leading-space),45416,-40.72719192504883
Peter,patient,direct,distance_2_filler_end,57,13,0.3939393939393939,'patient' (bare),75371,-27.10834312438965
Peter,patient,direct,distance_2_filler_end,57,13,0.3939393939393939,'patient' (leading-space),25666,-21.77045249938965
Peter,patient,direct,distance_3_filler_end,72,13,0.3939393939393939,'patient' (bare),98185,-28.177478790283203
Peter,patient,direct,distance_3_filler_end,72,13,0.3939393939393939,'patient' (leading-space),22858,-22.450916290283203
Peter,patient,direct,distance_4_filler_end,91,13,0.3939393939393939,'patient' (bare),74829,-21.3647518157959
Peter,patient,direct,distance_4_filler_end,91,13,0.3939393939393939,'patient' (leading-space),12078,-14.902837753295898
Peter,patient,direct,distance_5_filler_end,109,13,0.3939393939393939,'patient' (bare),39895,-37.592811584472656
Peter,patient,direct,distance_5_filler_end,109,13,0.3939393939393939,'patient' (leading-space),7355,-29.936561584472656
Peter,patient,direct,distance_6_filler_end,126,13,0.3939393939393939,'patient' (bare),16882,-37.587562561035156
Peter,patient,direct,distance_6_filler_end,126,13,0.3939393939393939,'patient' (leading-space),6515,-31.962562561035156
Peter,patient,direct,distance_7_filler_end,143,13,0.3939393939393939,'patient' (bare),56674,-28.988094329833984
Peter,patient,direct,distance_7_filler_end,143,13,0.3939393939393939,'patient' (leading-space),8660,-21.394344329833984
Peter,patient,direct,distance_8_filler_end,163,13,0.3939393939393939,'patient' (bare),62717,-70.53353881835938
Peter,patient,direct,distance_8_filler_end,163,13,0.3939393939393939,'patient' (leading-space),86051,-73.43978881835938
Peter,patient,direct,distance_9_filler_end,178,13,0.3939393939393939,'patient' (bare),72582,-40.560760498046875
Peter,patient,direct,distance_9_filler_end,178,13,0.3939393939393939,'patient' (leading-space),17672,-34.027557373046875
Peter,patient,direct,distance_10_filler_end,198,13,0.3939393939393939,'patient' (bare),38192,-74.31512451171875
Peter,patient,direct,distance_10_filler_end,198,13,0.3939393939393939,'patient' (leading-space),32758,-73.12762451171875
Peter,patient,direct,reintro_sentence_end,209,13,0.3939393939393939,'patient' (bare),30105,-51.06321334838867
Peter,patient,direct,reintro_sentence_end,209,13,0.3939393939393939,'patient' (leading-space),12443,-47.25071334838867
Peter,patient,direct,reintro_entity_mention,203,13,0.3939393939393939,'patient' (bare),221623,-47.43660354614258
Peter,patient,direct,reintro_entity_mention,203,13,0.3939393939393939,'patient' (leading-space),77585,-38.06160354614258
Peter,patient,direct,distance_0_trigger_end,16,14,0.42424242424242425,'patient' (bare),3730,-18.354278564453125
Peter,patient,direct,distance_0_trigger_end,16,14,0.42424242424242425,'patient' (leading-space),169,-11.291779518127441
Peter,patient,direct,distance_1_filler_end,36,14,0.42424242424242425,'patient' (bare),124316,-31.91956329345703
Peter,patient,direct,distance_1_filler_end,36,14,0.42424242424242425,'patient' (leading-space),54378,-27.50550079345703
Peter,patient,direct,distance_2_filler_end,57,14,0.42424242424242425,'patient' (bare),39556,-22.334434509277344
Peter,patient,direct,distance_2_filler_end,57,14,0.42424242424242425,'patient' (leading-space),7260,-17.006309509277344
Peter,patient,direct,distance_3_filler_end,72,14,0.42424242424242425,'patient' (bare),94602,-23.204805374145508
Peter,patient,direct,distance_3_filler_end,72,14,0.42424242424242425,'patient' (leading-space),20738,-17.489961624145508
Peter,patient,direct,distance_4_filler_end,91,14,0.42424242424242425,'patient' (bare),48815,-23.49391746520996
Peter,patient,direct,distance_4_filler_end,91,14,0.42424242424242425,'patient' (leading-space),7133,-17.35329246520996
Peter,patient,direct,distance_5_filler_end,109,14,0.42424242424242425,'patient' (bare),52039,-32.87444305419922
Peter,patient,direct,distance_5_filler_end,109,14,0.42424242424242425,'patient' (leading-space),7993,-25.030691146850586
Peter,patient,direct,distance_6_filler_end,126,14,0.42424242424242425,'patient' (bare),20201,-38.017391204833984
Peter,patient,direct,distance_6_filler_end,126,14,0.42424242424242425,'patient' (leading-space),4045,-29.64238929748535
Peter,patient,direct,distance_7_filler_end,143,14,0.42424242424242425,'patient' (bare),100126,-31.167959213256836
Peter,patient,direct,distance_7_filler_end,143,14,0.42424242424242425,'patient' (leading-space),13136,-23.597646713256836
Peter,patient,direct,distance_8_filler_end,163,14,0.42424242424242425,'patient' (bare),153689,-30.263137817382812
Peter,patient,direct,distance_8_filler_end,163,14,0.42424242424242425,'patient' (leading-space),57514,-25.673294067382812
Peter,patient,direct,distance_9_filler_end,178,14,0.42424242424242425,'patient' (bare),87326,-34.13382339477539
Peter,patient,direct,distance_9_filler_end,178,14,0.42424242424242425,'patient' (leading-space),14672,-27.93069839477539
Peter,patient,direct,distance_10_filler_end,198,14,0.42424242424242425,'patient' (bare),58662,-44.66568374633789
Peter,patient,direct,distance_10_filler_end,198,14,0.42424242424242425,'patient' (leading-space),27369,-40.88052749633789
Peter,patient,direct,reintro_sentence_end,209,14,0.42424242424242425,'patient' (bare),27947,-33.19242858886719
Peter,patient,direct,reintro_sentence_end,209,14,0.42424242424242425,'patient' (leading-space),12609,-30.348678588867188
Peter,patient,direct,reintro_entity_mention,203,14,0.42424242424242425,'patient' (bare),206115,-30.736894607543945
Peter,patient,direct,reintro_entity_mention,203,14,0.42424242424242425,'patient' (leading-space),32209,-22.002519607543945
Peter,patient,direct,distance_0_trigger_end,16,15,0.45454545454545453,'patient' (bare),6288,-19.582090377807617
Peter,patient,direct,distance_0_trigger_end,16,15,0.45454545454545453,'patient' (leading-space),252,-11.707090377807617
Peter,patient,direct,distance_1_filler_end,36,15,0.45454545454545453,'patient' (bare),81172,-45.37318420410156
Peter,patient,direct,distance_1_filler_end,36,15,0.45454545454545453,'patient' (leading-space),42661,-40.95130920410156
Peter,patient,direct,distance_2_filler_end,57,15,0.45454545454545453,'patient' (bare),88185,-19.689329147338867
Peter,patient,direct,distance_2_filler_end,57,15,0.45454545454545453,'patient' (leading-space),10602,-13.306517601013184
Peter,patient,direct,distance_3_filler_end,72,15,0.45454545454545453,'patient' (bare),98633,-26.046953201293945
Peter,patient,direct,distance_3_filler_end,72,15,0.45454545454545453,'patient' (leading-space),20560,-19.168046951293945
Peter,patient,direct,distance_4_filler_end,91,15,0.45454545454545453,'patient' (bare),82498,-28.5115909576416
Peter,patient,direct,distance_4_filler_end,91,15,0.45454545454545453,'patient' (leading-space),11568,-20.2811222076416
Peter,patient,direct,distance_5_filler_end,109,15,0.45454545454545453,'patient' (bare),82034,-37.898948669433594
Peter,patient,direct,distance_5_filler_end,109,15,0.45454545454545453,'patient' (leading-space),10616,-27.832542419433594
Peter,patient,direct,distance_6_filler_end,126,15,0.45454545454545453,'patient' (bare),17902,-45.68806457519531
Peter,patient,direct,distance_6_filler_end,126,15,0.45454545454545453,'patient' (leading-space),1346,-33.62556457519531
Peter,patient,direct,distance_7_filler_end,143,15,0.45454545454545453,'patient' (bare),88048,-35.65678405761719
Peter,patient,direct,distance_7_filler_end,143,15,0.45454545454545453,'patient' (leading-space),6987,-25.48686408996582
Peter,patient,direct,distance_8_filler_end,163,15,0.45454545454545453,'patient' (bare),123566,-61.798912048339844
Peter,patient,direct,distance_8_filler_end,163,15,0.45454545454545453,'patient' (leading-space),77160,-56.791099548339844
Peter,patient,direct,distance_9_filler_end,178,15,0.45454545454545453,'patient' (bare),80083,-29.418569564819336
Peter,patient,direct,distance_9_filler_end,178,15,0.45454545454545453,'patient' (leading-space),9707,-20.754507064819336
Peter,patient,direct,distance_10_filler_end,198,15,0.45454545454545453,'patient' (bare),45189,-52.75949478149414
Peter,patient,direct,distance_10_filler_end,198,15,0.45454545454545453,'patient' (leading-space),18515,-46.60324478149414
Peter,patient,direct,reintro_sentence_end,209,15,0.45454545454545453,'patient' (bare),21648,-40.52434158325195
Peter,patient,direct,reintro_sentence_end,209,15,0.45454545454545453,'patient' (leading-space),9188,-36.96184158325195
Peter,patient,direct,reintro_entity_mention,203,15,0.45454545454545453,'patient' (bare),205343,-38.38167190551758
Peter,patient,direct,reintro_entity_mention,203,15,0.45454545454545453,'patient' (leading-space),21394,-27.006669998168945
Peter,patient,direct,distance_0_trigger_end,16,16,0.48484848484848486,'patient' (bare),5899,-16.946308135986328
Peter,patient,direct,distance_0_trigger_end,16,16,0.48484848484848486,'patient' (leading-space),313,-10.883808135986328
Peter,patient,direct,distance_1_filler_end,36,16,0.48484848484848486,'patient' (bare),97498,-55.52700424194336
Peter,patient,direct,distance_1_filler_end,36,16,0.48484848484848486,'patient' (leading-space),190455,-66.15200805664062
Peter,patient,direct,distance_2_filler_end,57,16,0.48484848484848486,'patient' (bare),126005,-33.3449821472168
Peter,patient,direct,distance_2_filler_end,57,16,0.48484848484848486,'patient' (leading-space),57912,-29.352794647216797
Peter,patient,direct,distance_3_filler_end,72,16,0.48484848484848486,'patient' (bare),116210,-32.73568344116211
Peter,patient,direct,distance_3_filler_end,72,16,0.48484848484848486,'patient' (leading-space),56909,-28.84505844116211
Peter,patient,direct,distance_4_filler_end,91,16,0.48484848484848486,'patient' (bare),85988,-29.008623123168945
Peter,patient,direct,distance_4_filler_end,91,16,0.48484848484848486,'patient' (leading-space),16511,-22.604326248168945
Peter,patient,direct,distance_5_filler_end,109,16,0.48484848484848486,'patient' (bare),64736,-37.01774597167969
Peter,patient,direct,distance_5_filler_end,109,16,0.48484848484848486,'patient' (leading-space),16134,-30.744306564331055
Peter,patient,direct,distance_6_filler_end,126,16,0.48484848484848486,'patient' (bare),24003,-58.93750762939453
Peter,patient,direct,distance_6_filler_end,126,16,0.48484848484848486,'patient' (leading-space),5776,-50.37500762939453
Peter,patient,direct,distance_7_filler_end,143,16,0.48484848484848486,'patient' (bare),89981,-48.76459503173828
Peter,patient,direct,distance_7_filler_end,143,16,0.48484848484848486,'patient' (leading-space),16642,-40.81537628173828
Peter,patient,direct,distance_8_filler_end,163,16,0.48484848484848486,'patient' (bare),134013,-61.45296096801758
Peter,patient,direct,distance_8_filler_end,163,16,0.48484848484848486,'patient' (leading-space),105820,-58.93342971801758
Peter,patient,direct,distance_9_filler_end,178,16,0.48484848484848486,'patient' (bare),90595,-30.44300079345703
Peter,patient,direct,distance_9_filler_end,178,16,0.48484848484848486,'patient' (leading-space),19629,-24.08631134033203
Peter,patient,direct,distance_10_filler_end,198,16,0.48484848484848486,'patient' (bare),58070,-41.13288497924805
Peter,patient,direct,distance_10_filler_end,198,16,0.48484848484848486,'patient' (leading-space),34068,-37.85163497924805
Peter,patient,direct,reintro_sentence_end,209,16,0.48484848484848486,'patient' (bare),15107,-51.859100341796875
Peter,patient,direct,reintro_sentence_end,209,16,0.48484848484848486,'patient' (leading-space),17339,-52.609100341796875
Peter,patient,direct,reintro_entity_mention,203,16,0.48484848484848486,'patient' (bare),184248,-43.243263244628906
